sentence_id	token_id	token	surprisal
1	1	The	1.8593
1	2	kindergartners	15.4588
1	3	liked	9.7476
1	4	the	1.51289
1	5	little	7.53662
1	6	girl	6.42679
1	7	brought	9.74037
1	8	a	4.15127
1	9	toy	8.33603
1	10	by	5.38353
1	11	her	3.73196
1	12	parents	4.58649
1	13	on	4.16156
1	14	the	1.07269
1	15	first	5.00182
1	16	day	2.87111
1	17	of	3.38826
1	18	UNK-INITC	8.32972
1	19	.	0.863038
2	1	The	1.94851
2	2	kindergartners	15.4714
2	3	liked	9.51261
2	4	the	1.39277
2	5	little	7.518
2	6	girl	6.25952
2	7	chosen	8.70296
2	8	a	6.26087
2	9	toy	8.42204
2	10	by	4.1589
2	11	her	3.50737
2	12	parents	4.19185
2	13	on	5.01076
2	14	the	1.02883
2	15	first	5.10892
2	16	day	2.86466
2	17	of	2.21383
2	18	UNK-INITC	8.49323
2	19	.	4.18783
3	1	The	1.87377
3	2	kindergartners	15.4299
3	3	liked	9.31516
3	4	the	1.44188
3	5	little	7.51203
3	6	girl	6.41486
3	7	who	2.8527
3	8	was	2.57449
3	9	brought	6.48933
3	10	a	4.30688
3	11	toy	8.48465
3	12	by	5.13686
3	13	her	3.95983
3	14	parents	4.53941
3	15	j	16.8424
3	16	on	4.41609
3	17	the	1.12254
3	18	first	4.55578
3	19	day	2.871
3	20	of	1.96989
3	21	UNK-INITC	8.30969
3	22	.	3.43193
4	1	The	1.82118
4	2	kindergartners	15.454
4	3	liked	9.84622
4	4	the	1.35279
4	5	little	7.50386
4	6	girl	6.33901
4	7	who	1.75337
4	8	was	2.4982
4	9	chosen	6.2791
4	10	a	6.27417
4	11	toy	8.56964
4	12	by	5.01432
4	13	her	3.45233
4	14	parents	4.07651
4	15	j	17.6876
4	16	on	5.75547
4	17	the	1.24298
4	18	first	4.49828
4	19	day	2.73978
4	20	of	2.462
4	21	UNK-INITC	8.43138
4	22	.	0.886137
5	1	We	5.62797
5	2	saw	6.2767
5	3	a	2.07097
5	4	movie	7.4415
5	5	about	2.82392
5	6	an	4.43796
5	7	artist	5.52377
5	8	painted	8.65006
5	9	a	3.83841
5	10	picture	6.33593
5	11	by	4.93923
5	12	her	3.54309
5	13	father	3.26932
5	14	while	11.5746
5	15	he	6.92393
5	16	was	5.79873
5	17	on	5.33835
5	18	his	3.06606
5	19	deathbed	7.6474
5	20	.	4.41598
6	1	We	5.59115
6	2	saw	6.28511
6	3	a	1.76719
6	4	movie	7.45449
6	5	about	3.08274
6	6	an	4.45345
6	7	artist	5.58487
6	8	drawn	8.18092
6	9	a	5.01421
6	10	picture	6.16055
6	11	by	3.58299
6	12	her	3.84054
6	13	father	3.36447
6	14	while	6.47349
6	15	he	1.99837
6	16	was	1.96571
6	17	on	5.32531
6	18	his	3.05824
6	19	deathbed	7.65734
6	20	.	0.546067
7	1	We	5.67403
7	2	saw	6.20677
7	3	a	1.97866
7	4	movie	7.4393
7	5	about	2.87163
7	6	an	4.37899
7	7	artist	5.57858
7	8	who	1.84287
7	9	was	2.35741
7	10	painted	7.13108
7	11	a	4.54924
7	12	picture	6.19627
7	13	by	4.34459
7	14	her	3.60431
7	15	father	3.02684
7	16	while	6.14836
7	17	he	2.14136
7	18	was	1.87159
7	19	on	5.47581
7	20	his	2.96827
7	21	deathbed	7.64663
7	22	.	1.20085
8	1	We	5.65899
8	2	saw	6.29745
8	3	a	1.81114
8	4	movie	7.44706
8	5	about	3.25666
8	6	an	4.4132
8	7	artist	5.56068
8	8	who	2.10175
8	9	was	2.31357
8	10	drawn	6.80317
8	11	a	5.22733
8	12	picture	6.16351
8	13	by	3.91571
8	14	her	4.11012
8	15	father	3.39472
8	16	while	6.17597
8	17	he	2.34568
8	18	was	1.91614
8	19	on	4.34298
8	20	his	2.94715
8	21	deathbed	7.61569
8	22	.	0.732325
9	1	The	1.78138
9	2	health	8.94607
9	3	officials	6.05015
9	4	pounced	13.782
9	5	on	0.795487
9	6	a	2.30598
9	7	restaurant	9.2627
9	8	sent	8.14166
9	9	a	5.56051
9	10	shipment	8.8757
9	11	of	1.07908
9	12	salmon	8.17325
9	13	by	3.27326
9	14	a	1.80972
9	15	company	5.38017
9	16	that	1.73745
9	17	had	3.43169
9	18	failed	7.16545
9	19	to	0.275
9	20	comply	5.54503
9	21	with	0.122522
9	22	refrigeration	13.4314
9	23	laws	6.11007
9	24	.	0.342489
10	1	The	2.05049
10	2	health	9.00399
10	3	officials	5.81213
10	4	pounced	13.6237
10	5	on	0.702503
10	6	a	2.27247
10	7	restaurant	9.24541
10	8	flown	10.18
10	9	a	3.8943
10	10	shipment	9.7783
10	11	of	1.86943
10	12	salmon	8.19307
10	13	by	4.13415
10	14	a	2.33399
10	15	company	5.90099
10	16	that	1.84526
10	17	had	3.7862
10	18	failed	7.4967
10	19	to	0.250754
10	20	comply	5.61669
10	21	with	0.170224
10	22	refrigeration	13.266
10	23	laws	5.89612
10	24	.	0.950741
11	1	The	1.85948
11	2	health	8.9829
11	3	officials	5.95899
11	4	pounced	13.8217
11	5	on	0.728642
11	6	a	2.30896
11	7	restaurant	9.24436
11	8	which	7.48101
11	9	was	2.81206
11	10	sent	5.69348
11	11	a	5.55812
11	12	shipment	8.87435
11	13	of	1.14043
11	14	salmon	8.22475
11	15	by	3.41263
11	16	a	1.81974
11	17	company	5.2149
11	18	that	1.50711
11	19	had	3.12628
11	20	failed	7.09679
11	21	to	0.249801
11	22	comply	5.45818
11	23	with	0.111306
11	24	refrigeration	13.3759
11	25	laws	6.19667
11	26	.	0.274472
12	1	The	1.87041
12	2	health	8.97949
12	3	officials	5.81836
12	4	pounced	13.6356
12	5	on	0.697997
12	6	a	2.31661
12	7	restaurant	9.2682
12	8	which	7.66734
12	9	was	2.71479
12	10	flown	7.73477
12	11	a	3.99987
12	12	shipment	10.5513
12	13	of	2.11222
12	14	salmon	8.11233
12	15	by	4.3696
12	16	a	2.18886
12	17	company	5.79464
12	18	that	2.00565
12	19	had	3.31762
12	20	failed	7.38866
12	21	to	0.25908
12	22	comply	5.52168
12	23	with	0.157188
12	24	refrigeration	13.3523
12	25	laws	6.01106
12	26	.	0.274486
13	1	At	5.39579
13	2	the	1.06156
13	3	dinner	7.40376
13	4	UNK-LC	10.5404
13	5	I	8.72595
13	6	met	6.24567
13	7	a	2.78522
13	8	man	4.98776
13	9	allowed	9.13232
13	10	the	5.28422
13	11	pleasure	9.29842
13	12	of	5.62128
13	13	eating	6.6765
13	14	sweets	14.1292
13	15	by	4.75327
13	16	his	4.80049
13	17	doctor	7.56599
13	18	.	0.582633
14	1	At	5.98967
14	2	the	1.08043
14	3	dinner	7.41614
14	4	UNK-LC	10.6289
14	5	I	5.7285
14	6	met	6.13055
14	7	a	2.85094
14	8	man	5.42293
14	9	forbidden	10.8268
14	10	the	5.56689
14	11	pleasure	9.05069
14	12	of	6.02621
14	13	eating	6.22744
14	14	sweets	14.1639
14	15	by	4.6329
14	16	his	4.88494
14	17	doctor	7.40361
14	18	.	0.403431
15	1	At	4.71587
15	2	the	1.03384
15	3	dinner	7.371
15	4	UNK-LC	10.6876
15	5	I	4.76594
15	6	met	5.74317
